#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
INI25092	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(right)	25092	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25092.phe
INI25093	Mean_FA_in_cingulum_hippocampus_on_FA_skeleton_(left)	25093	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25093.phe
INI25094	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	25094	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25094.phe
INI25095	Mean_FA_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	25095	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25095.phe
INI25096	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	25096	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25096.phe
INI25097	Mean_FA_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	25097	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25097.phe
INI25098	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	25098	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25098.phe
INI25099	Mean_FA_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	25099	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25099.phe
INI25100	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(right)	25100	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25100.phe
INI25101	Mean_FA_in_uncinate_fasciculus_on_FA_skeleton_(left)	25101	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25101.phe
INI25102	Mean_FA_in_tapetum_on_FA_skeleton_(right)	25102	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25102.phe
INI25103	Mean_FA_in_tapetum_on_FA_skeleton_(left)	25103	24611	9796	24983	19395	13690	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25103.phe
INI25344	Mean_ICVF_in_middle_cerebellar_peduncle_on_FA_skeleton	25344	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25344.phe
INI25345	Mean_ICVF_in_pontine_crossing_tract_on_FA_skeleton	25345	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25345.phe
INI25346	Mean_ICVF_in_genu_of_corpus_callosum_on_FA_skeleton	25346	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25346.phe
INI25347	Mean_ICVF_in_body_of_corpus_callosum_on_FA_skeleton	25347	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25347.phe
INI25348	Mean_ICVF_in_splenium_of_corpus_callosum_on_FA_skeleton	25348	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25348.phe
INI25349	Mean_ICVF_in_fornix_on_FA_skeleton	25349	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25349.phe
INI25350	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right)	25350	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25350.phe
INI25351	Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left)	25351	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25351.phe
INI25352	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(right)	25352	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25352.phe
INI25353	Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(left)	25353	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25353.phe
INI25354	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	25354	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25354.phe
INI25355	Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	25355	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25355.phe
INI25356	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	25356	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25356.phe
INI25357	Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	25357	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25357.phe
INI25358	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right)	25358	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25358.phe
INI25359	Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left)	25359	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25359.phe
INI25360	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	25360	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25360.phe
INI25361	Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	25361	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25361.phe
INI25362	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	25362	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25362.phe
INI25363	Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	25363	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25363.phe
INI25364	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	25364	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25364.phe
INI25365	Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	25365	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25365.phe
INI25366	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	25366	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25366.phe
INI25367	Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	25367	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25367.phe
INI25368	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(right)	25368	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25368.phe
INI25369	Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(left)	25369	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25369.phe
INI25370	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	25370	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25370.phe
INI25371	Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	25371	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25371.phe
INI25372	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	25372	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25372.phe
INI25373	Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	25373	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25373.phe
INI25374	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(right)	25374	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25374.phe
INI25375	Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(left)	25375	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25375.phe
INI25376	Mean_ICVF_in_external_capsule_on_FA_skeleton_(right)	25376	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25376.phe
INI25377	Mean_ICVF_in_external_capsule_on_FA_skeleton_(left)	25377	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25377.phe
INI25378	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	25378	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25378.phe
INI25379	Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	25379	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25379.phe
INI25380	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	25380	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25380.phe
INI25381	Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	25381	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25381.phe
INI25382	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	25382	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25382.phe
INI25383	Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	25383	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25383.phe
INI25384	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right)	25384	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25384.phe
INI25385	Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left)	25385	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25385.phe
INI25386	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	25386	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25386.phe
INI25387	Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	25387	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25387.phe
INI25388	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(right)	25388	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25388.phe
INI25389	Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(left)	25389	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25389.phe
INI25390	Mean_ICVF_in_tapetum_on_FA_skeleton_(right)	25390	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25390.phe
INI25391	Mean_ICVF_in_tapetum_on_FA_skeleton_(left)	25391	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25391.phe
INI25440	Mean_ISOVF_in_middle_cerebellar_peduncle_on_FA_skeleton	25440	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25440.phe
INI25441	Mean_ISOVF_in_pontine_crossing_tract_on_FA_skeleton	25441	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25441.phe
INI25442	Mean_ISOVF_in_genu_of_corpus_callosum_on_FA_skeleton	25442	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25442.phe
INI25443	Mean_ISOVF_in_body_of_corpus_callosum_on_FA_skeleton	25443	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25443.phe
INI25444	Mean_ISOVF_in_splenium_of_corpus_callosum_on_FA_skeleton	25444	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25444.phe
INI25445	Mean_ISOVF_in_fornix_on_FA_skeleton	25445	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25445.phe
INI25446	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(right)	25446	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25446.phe
INI25447	Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(left)	25447	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25447.phe
INI25448	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(right)	25448	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25448.phe
INI25449	Mean_ISOVF_in_medial_lemniscus_on_FA_skeleton_(left)	25449	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25449.phe
INI25450	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	25450	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25450.phe
INI25451	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	25451	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25451.phe
INI25452	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	25452	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25452.phe
INI25453	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	25453	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25453.phe
INI25454	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(right)	25454	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25454.phe
INI25455	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(left)	25455	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-09	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25455.phe
INI25456	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	25456	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25456.phe
INI25457	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	25457	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25457.phe
INI25458	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	25458	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25458.phe
INI25459	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	25459	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25459.phe
INI25460	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	25460	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25460.phe
INI25461	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	25461	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25461.phe
INI25462	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	25462	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25462.phe
INI25463	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	25463	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25463.phe
INI25464	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(right)	25464	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25464.phe
INI25465	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(left)	25465	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25465.phe
INI25466	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	25466	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25466.phe
INI25467	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	25467	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25467.phe
INI25468	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	25468	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25468.phe
INI25469	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	25469	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25469.phe
INI25470	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(right)	25470	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25470.phe
INI25471	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(left)	25471	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25471.phe
INI25472	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(right)	25472	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25472.phe
INI25473	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(left)	25473	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25473.phe
INI25474	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	25474	24611	9796	24983	19393	13689	71	57	146	ukb_20170818.tsv	2019-04-10	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/INI25474.phe
